USER_ID,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,H_0,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,H_12,H_13,H_14,H_15,H_16,H_17,H_18,H_19,H_20,H_21,H_22,H_23
000e88bb-d302-4fdc-b757-2b1a2c33e7d6,4.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
001032e0-8071-4baf-95b9-e50214665c2e,0.0,7.0,9.0,12.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0
00131af8-66f0-4526-8b5f-dc2fdb26c7d7,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
001926be-3245-43fa-86dd-b40ee160b6f9,29.0,31.0,17.0,18.0,30.0,34.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,12.0,14.0,17.0,25.0,29.0,26.0,31.0,25.0,25.0,11.0,6.0,16.0,6.0,4.0,2.0,0.0,0.0
001cc034-5730-47c6-a70c-25f42249c9ee,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022f893-47c7-4da0-96df-7ea564bfd50d,15.0,10.0,8.0,14.0,8.0,9.0,9.0,6.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,9.0,3.0,5.0,4.0,7.0,3.0,10.0,1.0,4.0,0.0
002ad534-53c5-4320-a199-45a2b0a9265a,2.0,4.0,4.0,5.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0
0031da48-f009-4fde-8288-e8ec96726b0b,10.0,16.0,12.0,3.0,17.0,20.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,5.0,9.0,10.0,6.0,4.0,1.0,6.0,4.0,7.0,14.0,3.0,6.0,4.0,2.0,1.0
0045db3e-c223-4199-b069-23c9b01c336e,16.0,7.0,11.0,9.0,3.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,1.0,2.0,7.0,3.0,9.0,2.0,5.0,7.0,3.0,10.0,8.0,2.0,0.0,0.0
0046245a-e756-42f9-a500-6512dfc1867b,43.0,56.0,56.0,62.0,58.0,29.0,22.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,3.0,13.0,25.0,30.0,30.0,29.0,15.0,22.0,40.0,40.0,16.0,12.0,12.0,9.0,13.0,3.0,0.0
0046ba60-714d-4a69-899e-d0a89dbf7b54,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0049fb09-3e0c-4acb-aa30-f57b71942c3c,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004fa645-f24e-4b34-8f31-9e7db5ef4550,19.0,15.0,14.0,41.0,29.0,55.0,34.0,1.0,2.0,0.0,0.0,1.0,3.0,9.0,3.0,13.0,17.0,10.0,9.0,0.0,11.0,25.0,24.0,13.0,10.0,19.0,18.0,11.0,6.0,0.0,2.0
005380b0-d940-43c4-ac9f-d142d848aa03,76.0,147.0,111.0,96.0,118.0,91.0,87.0,8.0,5.0,3.0,5.0,7.0,8.0,18.0,16.0,18.0,34.0,53.0,64.0,57.0,47.0,68.0,41.0,54.0,57.0,47.0,61.0,23.0,18.0,7.0,7.0
00611c24-1e7b-4777-8457-9f8cf41d2446,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00681dec-2e83-4123-b529-13a6cee1356f,2.0,4.0,5.0,6.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0
006d7f41-a2e0-49ef-b43e-64a604ee4cf5,179.0,157.0,155.0,207.0,141.0,205.0,218.0,28.0,16.0,5.0,10.0,8.0,5.0,4.0,51.0,107.0,112.0,46.0,44.0,87.0,129.0,82.0,47.0,50.0,58.0,93.0,68.0,73.0,56.0,49.0,34.0
00731a8c-d7a5-4c24-ba3e-72ab088b967e,5.0,16.0,7.0,7.0,3.0,8.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,3.0,6.0,7.0,7.0,10.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
0075508f-f8a5-4660-b738-fb4c4337e83f,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007802f8-1893-4cae-963b-23590eac91ed,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007c9b6d-d772-42dc-b4cd-3077d5c0626f,15.0,21.0,7.0,17.0,10.0,17.0,5.0,6.0,4.0,2.0,3.0,0.0,6.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,6.0,0.0,7.0,10.0,7.0,4.0,1.0,3.0,4.0,4.0
0081dbad-8ef9-4a9c-8e9f-0cd00191d13d,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
00857948-9180-4e65-b80f-35401d8d74d1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00870274-9ca1-4c1a-9db2-728e3dcc03f8,5.0,1.0,10.0,1.0,5.0,10.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,3.0,3.0,5.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,2.0
0091324f-548d-4def-b3a8-1503b842d970,15.0,21.0,8.0,4.0,3.0,9.0,21.0,0.0,0.0,15.0,10.0,0.0,1.0,3.0,2.0,0.0,2.0,4.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,14.0,0.0,2.0,6.0,2.0,2.0
009298bc-832a-4926-bf03-9347e2f5c320,15.0,21.0,9.0,14.0,15.0,34.0,12.0,1.0,3.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,5.0,7.0,11.0,8.0,14.0,13.0,6.0,2.0,13.0,4.0,9.0,3.0,1.0,5.0,5.0
00951dd5-c88b-4182-9d96-d83c8b554057,1.0,1.0,8.0,5.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,5.0,0.0
009b8b5b-d3c2-4a46-ae43-0294b166ca0c,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
009be0f3-eb88-4900-a721-fa8f72523ed1,59.0,75.0,51.0,58.0,48.0,44.0,17.0,1.0,1.0,0.0,8.0,2.0,5.0,5.0,23.0,22.0,32.0,22.0,43.0,16.0,20.0,14.0,26.0,25.0,23.0,22.0,11.0,9.0,8.0,8.0,6.0
00a2e510-355c-4f46-898c-4155e327ccf3,75.0,76.0,76.0,84.0,90.0,101.0,94.0,25.0,18.0,29.0,30.0,14.0,24.0,28.0,24.0,27.0,23.0,33.0,26.0,47.0,20.0,12.0,21.0,22.0,18.0,29.0,27.0,30.0,26.0,19.0,24.0
00a5dc1e-1b7c-4a9e-a07d-91a5dffd520d,12.0,11.0,3.0,19.0,21.0,12.0,18.0,6.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,10.0,3.0,6.0,12.0,0.0,8.0,9.0,9.0,2.0,1.0
00b07951-8e51-4358-a448-b6f0b300067e,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00b47064-e530-4efd-8cfe-0bad54fc9a9b,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d557d9-de51-48fc-b83a-d70508025121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00deed0b-dbf7-463f-aed0-77122354ef15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
00e2dbf5-0b44-468c-abbb-c3bcf13d7f7c,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00e71a67-b0de-4fa4-a565-87eba7ad7233,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00e7356e-9da6-454f-9951-96cd69f1dfa7,75.0,58.0,67.0,83.0,53.0,83.0,94.0,2.0,8.0,6.0,3.0,1.0,5.0,5.0,8.0,11.0,14.0,32.0,36.0,41.0,31.0,35.0,42.0,53.0,57.0,58.0,22.0,23.0,8.0,8.0,4.0
00e8e8aa-f9a6-4ff1-aa00-7db008ce9673,4.0,7.0,5.0,5.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,6.0,5.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0
00f08cae-a910-4170-aaab-073a55f43d66,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
00fda733-e9f3-4958-a0d9-7b4d1a073143,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
011a7312-4ff7-4ea1-a1c3-59bda3f79bf9,19.0,26.0,29.0,38.0,33.0,41.0,36.0,2.0,0.0,1.0,1.0,3.0,15.0,11.0,3.0,12.0,17.0,28.0,12.0,10.0,20.0,10.0,9.0,14.0,20.0,14.0,10.0,3.0,5.0,1.0,1.0
012c2e0a-ee3a-4a05-a42b-111cb628c153,40.0,33.0,48.0,49.0,47.0,59.0,42.0,3.0,16.0,10.0,4.0,3.0,6.0,8.0,9.0,20.0,17.0,14.0,22.0,34.0,29.0,21.0,9.0,18.0,17.0,10.0,13.0,8.0,15.0,9.0,3.0
01317ed8-afdd-4fd5-b130-79a6ce29cd3a,2.0,4.0,3.0,7.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0
01354034-9ecb-494e-8419-7f8b5fe6ad3f,163.0,173.0,151.0,169.0,179.0,227.0,195.0,4.0,15.0,16.0,2.0,8.0,11.0,31.0,67.0,56.0,58.0,64.0,166.0,100.0,68.0,46.0,49.0,77.0,153.0,76.0,60.0,66.0,43.0,15.0,6.0
013fd844-45c2-4a6c-9bcc-35412e63778b,17.0,31.0,28.0,52.0,27.0,22.0,14.0,11.0,13.0,9.0,8.0,3.0,3.0,4.0,6.0,4.0,3.0,5.0,3.0,13.0,8.0,11.0,2.0,4.0,1.0,5.0,15.0,18.0,11.0,13.0,18.0
014b3a6c-5341-4620-ab9d-91ea69907c51,121.0,84.0,82.0,93.0,75.0,164.0,176.0,15.0,21.0,10.0,11.0,9.0,20.0,19.0,8.0,22.0,31.0,27.0,40.0,47.0,33.0,40.0,40.0,59.0,65.0,54.0,48.0,52.0,52.0,44.0,28.0
014d3081-a82a-41f7-9361-27f6bc6631d0,3.0,3.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,3.0,0.0
01589ac2-05bd-4414-b9fb-f9793e1171c2,0.0,11.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
0169a613-81c2-44d9-a90e-39e3cab34380,133.0,133.0,106.0,115.0,118.0,163.0,184.0,74.0,53.0,21.0,15.0,15.0,20.0,25.0,20.0,24.0,43.0,41.0,31.0,27.0,28.0,36.0,61.0,62.0,66.0,58.0,52.0,49.0,40.0,48.0,43.0
017b6b45-9070-4d63-a191-70199c08ed37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0180632d-7737-42af-aaf0-95c2714d7854,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
